x,y,z
-753.881982776743826,130.154870523767727,581.138647256475451
-52.009617700203421,873.699302717492060,-72.526946123091534
428.241495960434577,142.225902911365040,285.993255450500556
-822.581675720766725,826.703121461911337,-188.893060150291831
923.698440776627422,217.250144352020442,-955.254239685709081
-447.527819795046298,714.486675764669030,-897.315673925916258
-796.578134265659060,320.069641796646749,-665.781398343092860
311.440873724753146,489.344246567815389,276.213663382987761
-45.372247720865971,135.552857659318903,-147.189497029798417
-712.571459720491703,996.870817161391074,855.448547304696376
36.530545372234201,511.823005111875489,646.979354968914322
907.762010732706585,249.685093238500428,149.716964241356436
480.891996286658014,293.946806475881658,-0.256233351472815
579.661469588408409,401.842453831207706,-794.628064969583193
942.756378367778098,431.660127868920597,-957.300508628323541
297.641118580530929,955.921923587474453,-616.812467710969258
-425.202932508690083,39.550335189051815,967.865242625717201
-536.782293793787403,766.410348110164023,-433.436030361407347
890.102883217529779,732.322034491329873,-326.147005842211115
-762.300225524902771,916.979214224488942,-510.236609714318263
-713.511820315828118,464.889129328888828,882.992320099634753
257.888328291269545,888.242374000548011,-823.436659405208275
-466.516816496022557,438.489762931827045,-176.644295315981026
-20.750884304150418,635.761262089427532,104.791040303675118
-149.897899663484282,449.675188800332990,-797.511619688729070
-578.318105665543271,240.736941666514554,-671.891006832783660
-463.862035636016117,79.423348783014660,-486.936663015897125
-885.658786369995369,405.809467331278483,-156.063186881704837
-987.139120172594971,227.613074496619873,-595.022484828158440
710.258708993744676,854.812129390368113,443.214784733641181
666.274534192156807,565.595552858497285,-849.574898691206158
955.830535643053736,706.185126607006850,122.951396954327265
-313.759900365053568,903.832958560118527,-964.157710114746919
481.443582380444695,829.014273062630082,638.858693716730613
778.492860186890084,282.855171045386498,-439.689655979567078
27.163206704977028,308.113787248649373,32.066407469444130
-265.521817883007202,958.913993165631496,-351.062324749927370
-975.990882784517225,816.121557392951786,-34.448241953813408
-247.101203498806058,989.398757408750271,-227.217575441021722
-144.357107837987542,286.411052615009794,986.027792258828640
-851.542398915565514,223.690871235556870,-285.991331064157976
705.611928668553219,646.734453480303841,-800.355048704963792
-897.903364714075906,430.854294405514793,263.301344066247111
-936.118194636130056,554.923534585441416,571.479341635252240
809.630304985843395,23.580727582787723,12.496712930709236
-316.632887427957598,614.395607066295383,70.002769657484123
170.908924517810874,936.329048560245383,-211.716218243883645
-455.114110100165703,731.411903390177486,932.123610914793971
-683.608069888675573,595.322120127304629,654.570035144324720
-511.862944407671421,139.765148673972959,-275.463134681014822
921.500620112165279,996.695276810782616,507.438395185723493
-576.235273773225458,831.850669663072154,-629.772078055174461
-129.203404683110762,26.000434741732235,-45.103391290723721
771.565132910495777,500.172976452027683,-754.288075086449339
544.799546786385008,711.046595035801829,-661.710475364588547
-646.219941226051787,992.070089369145194,830.844277099196916
-199.425520547532187,90.183847297039947,737.080420476625250
458.167010178877263,338.011423432876938,-531.694448755653184
-352.901364131295054,991.292993688279694,763.500967138603301
563.574836996514932,464.276117618632838,-820.011963795253905
-375.161151195499315,346.352254040344690,-643.446505057466084
-955.124797179512939,603.545671468108822,724.278313362525751
-610.487186100044028,276.860700821268551,714.605481682596519
429.453952631569337,702.739199094584137,361.535799435099989
-557.227987015799954,903.738868203891116,-791.841234654331743
-320.837595477818923,255.691355399390716,-370.166499213249381
648.931909548795147,787.158504978794667,-232.763024476102487
686.167096874958816,906.796533936651940,590.403199461596159
-300.128671195820175,659.816459696339734,-500.691176444619998
517.753460027482333,265.192491046314728,-299.828025327242926
-593.460045320916379,907.560963936234316,-213.357335715056479
-529.131896571995981,300.300284970999371,955.878121003361457
-126.440883423558375,188.734341977383252,725.241347792156148
800.904450913504661,749.926986974090937,645.712135475331024
-139.341965179507156,646.931691725894780,37.334248247972710
-501.867963597964831,618.768571664112983,-111.485925350060825
-434.202669838876773,805.618720396337153,859.593891475987903
793.981169955337464,925.699186107860328,-619.224382075820131
491.394267154124918,38.790653631182316,435.711132609174001
234.235447172410204,559.521422633756174,-964.631488621318567
-230.392744841070567,776.144161942443361,291.735869257295462
-839.641704653037550,426.658801254564992,-852.797267866726315
845.217741582644749,771.624587625931440,-407.744080406346370
-581.805589408372498,792.028114095514866,-711.494890032338390
-936.096261852146426,779.057282726559606,712.526131670189216
-639.071605014312809,40.568085423039506,-429.838689160316562
-18.644351685356469,866.382115259460988,-308.031671065453111
370.386742958521381,398.244255282397262,-921.957898721329002
647.199588731498125,751.895619297626922,553.374636047407876
80.931536845668234,217.914927330258706,-792.173517741346018
-451.168144071878942,120.939989031662748,-594.284794544297029
570.315968720771934,907.515903617974459,593.233883526413365
939.028247530242425,480.015456985943047,379.668247183889662
-146.180688981685421,244.226267833581147,664.149474842731252
-851.177656500317312,426.173535360465110,97.518684640788933
-929.992574711359794,231.818466026633814,-678.928764253229133
-523.735348884239329,700.258761951300698,-641.470487473027902
966.720057384071652,974.496969621504491,795.205189511891604
990.958415508124517,33.773729208093791,916.829156552368204
917.162894495697401,211.678857427249540,270.966012561226080
-449.167059608358386,796.525412702848598,-106.487492053512824
301.857715982358513,993.197913670558023,120.485625724673127
522.368613141541346,264.540749842280377,38.110756795231964
-594.788223850466920,297.334615570567394,997.462879833738725
770.967283636129650,716.387030088053393,-264.098179153458659
-700.940447314048129,355.036734205903770,235.597060084434133
-7.216342043815644,467.372019782147220,-389.901889009016941
151.803659270213984,372.859521295265438,609.792807844496338
-954.315936920144168,737.735714623893273,-871.788470402341545
586.391246811946758,276.152583871081788,-534.976080553177781
510.349954878565313,411.852056988331753,480.566666665330331
-196.899014072357886,716.900919484067572,665.917140356241816
-396.283381554736138,863.330813589840318,305.203615524275392
864.675366602590429,221.486336376890904,-308.698971803590211
-920.901006686728238,617.716973204070996,985.400188378484700
231.257677608731001,875.327545442734390,61.362886531402410
-185.398451454228166,157.570074862665223,-454.022591110429858
533.946626632832022,877.359548361860448,130.829815880762908
947.183271997904740,667.616795683257692,-245.658858501489590
113.333394281429037,279.338479286563881,579.320569160697687
819.037527707587969,430.271262552859923,-403.846687184947541
137.230080309643427,960.931775335619022,336.519047337044412
-610.240159735564930,376.161761653028918,642.141976932603029
-471.426946319467788,63.324416209144601,933.194944270607721
-837.979813651127188,934.456303687487207,74.893059512941591
775.701490860273225,225.441684866348623,853.494594105762189
-972.145483270206114,999.680580552696370,510.308080617185169
-581.383361759407990,756.209076975858693,872.370568840962733
27.024721251595565,117.433103292688543,-591.729501727197544
812.539460756703193,397.216178373984008,638.312737457183630
444.576310017906508,951.038807133005548,256.133949276882049
795.793746036092216,258.276562724019811,-477.281784829716116
-748.444439531269268,625.116288445483065,538.156881486719385
-890.713691917749202,202.155246506397020,897.329549883301524
969.586385675303518,775.860155440994390,968.676269939740223
633.006676587561060,362.998069277589195,-644.218509527890774
-437.895122562724282,651.201616908808091,54.213549839981169
-567.264334188451585,787.030699915854825,974.253583891619428
862.819165208993809,567.927754163637360,763.582649766453187
-759.226356094857124,516.269494895785101,815.047877857404501
716.617667721597172,454.929283754469282,-294.142715747468742
947.285339858586667,669.331627870757416,874.634739419947209
47.207697343098744,916.292192269614361,445.740288915257906
370.308631135130781,712.098404693003658,-277.435675864402356
785.802439310450609,210.577481820629572,379.046238019888733
925.436343280312713,857.385172049183780,723.631910651530006
403.528623082144804,562.143186968591863,523.761469361512809
-152.047197518985399,647.452110498802199,219.890643509243091
-520.356759631290515,83.594168017240776,353.930380093764143
803.791447323922739,131.376845442017952,50.797087990686578
996.212064977491764,700.962163348141189,-184.942838342371942
174.802692966497716,836.677109463703573,377.022568843259933
913.344379869525255,115.976020279543448,-492.514003337831696
747.861374761363550,114.917879712081373,373.413134485691899
-555.019216289097471,299.003003724422229,985.865733592346260
654.186321359875592,142.233421610751918,690.032386830464247
137.043443740712746,771.469242923289130,296.056805812731909
-682.751246685557135,659.236890154622188,717.444914801078085
-963.136614204467492,954.165403979489611,192.019849086354952
-385.383448192761989,915.679933055781930,710.496053138291927
558.526784804325644,492.258048685841800,-638.090791340257965
257.958998669639868,599.955319364608954,-707.961433696439940
148.266016073629999,732.680982484642982,-449.336409013617640
720.681516844357247,858.159858407224419,532.711829604610330
730.102734116166857,683.421309654102743,-633.514215236868495
-261.926672928953735,58.743063352561983,-922.774604570491420
-442.567616690459090,235.563748332183707,606.833142372355042
-708.048914144279479,935.982791101577959,379.466521539056885
536.710086979471498,673.983900169562730,-883.310327089205998
-907.734987877390381,58.928066931561993,460.496980395580067
-316.930677362033066,197.776783911916453,-648.779474861468316
-880.579143868765300,439.028332959634952,715.083726013483556
321.386083300320934,444.239496859487588,-160.415520001478058
-176.220230584170281,208.796952040329700,820.322831003590409
-586.922897050110578,305.075523157823682,-630.216363586326452
794.779065264436895,840.459831551926300,554.349086814216207
627.257080048375883,812.295525681731874,180.411062725112970
-573.645979706439675,797.148746333682766,-270.581234250676175
694.722547845146210,870.386223516242808,876.070951411187025
-156.466744925207081,351.918645767103555,396.176435911253066
-420.629180892515592,543.508367727028258,-729.485454658650497
819.327689896576658,811.765631910160209,426.469872494916672
280.195769911105117,456.692120464719778,680.966995444405256
768.093910323387263,605.345980148228819,-373.155325188817983
-453.662299705901887,129.846259580905127,629.830727023705094
-498.038391003285710,728.626115216886319,878.941444095173665
-264.269015965401991,796.526212122933771,841.864938559540178
17.102570398684634,766.118335260789422,81.368681608731549
-954.461276757734709,105.536831877999830,570.858717453630106
-257.809791780480737,876.245638175797808,-531.637108111925500
-792.841141144687867,45.882666937563819,-967.940656068944577
853.246674313229050,54.438162674474071,557.899228299187143
-731.052543935155427,178.625532609898755,-276.786399772509526
718.650069775665088,158.422200178106607,-110.507972610876664
-661.372871858888857,703.014768016427070,-337.262316401841304
-571.080018602718724,202.910538042871877,-964.818219706898844
-855.097168157184342,382.987093086368873,843.186366041945121
410.457267531442540,712.785413483373191,852.043772430604577
173.679212621662145,540.980484465347786,-534.595911462255117
-308.497045079729332,916.244353687293369,-609.923457401534847
65.808581403746075,969.753099246911916,96.234361146196989
619.246181577197376,844.731204717403443,-482.116668533046891
770.787635254254610,438.650162008398127,358.590348376508018
419.107424987510285,564.934556776050954,632.484699438712369
-826.650897605254386,744.175975521986174,-581.010794126159908
-615.504904892766717,525.546073425508666,376.410216147397705
59.707767396407689,497.407572530953757,42.419879612300065
981.959455979959557,910.096297886333332,-47.750455059874866
-340.711896133529535,853.901706459318689,-384.693042772087210
141.825885146179189,902.472479308531433,-524.307816710359702
890.458792902762752,504.971001952714118,228.300189888175510
-939.960308935345438,230.299299721464848,629.075886748488756
-839.867562979023319,952.006319516464600,-713.763889539957631
592.816447436557610,216.670624400591890,160.199439259452674
90.070183154879032,486.449030426036416,-2.772350614577363
-106.533412471902807,824.145891204605732,97.830205775925606
148.097041238427437,587.789057025004240,151.465256015530485
-29.957838998514944,30.987058581128743,522.567573260848803
-511.325735941900803,265.399502694492185,647.765578204832309
618.335965870725659,478.501283366877772,991.770315149398584
249.901272721594978,62.730741997945358,981.864531396314987
566.866146731964818,155.909000424361096,36.125865730730538
121.099570170001698,57.712943574694620,397.707725046378755
-103.926791837805013,600.041580796107155,470.953090013043038
769.103588707258723,853.425185627749329,-534.967773372862666
-931.834925457447412,470.506833605648865,-619.882119460269223
340.035617587595652,917.988153761160675,907.807544658207689
236.984750132727186,710.385598538466411,-56.422696261400461
634.538322664348698,685.968258458680566,-594.130756578664432
-258.034741534514978,253.265906222536870,-796.220583632311559
-379.310212493545919,905.208597820800719,715.359378494748853
583.526671871057260,23.968518161464583,-589.001095402501051
478.728737888689466,519.161553718419782,-249.185599679046618
-248.671099861577545,229.989870803045420,-10.370277229593285
-878.282501103841810,786.489516040474314,604.922088948641431
385.441952647401195,762.007104502366701,708.208206702840243
-559.305141707043390,474.391803933743120,-583.508418595703802
-847.042964835711359,788.550652540165970,766.127116817707474
958.483215449227828,703.649794019282467,821.753909324051392
603.584483025577129,839.705884101196489,413.436763204057570
-220.649145758787313,896.478936380234472,-145.042309645657724
-270.847768908141461,819.362385118051975,189.032392380793908
637.255958234020454,345.716718098356694,428.660085437943962
928.464415963912188,408.006676340023944,346.091674480540178
397.269806161721817,95.977566390286924,2.647497382941992
-409.923741286594804,693.421275595306611,-811.173411705469448
-834.339836398728266,901.258507558521046,183.081272336660959
273.830424029121559,313.172219302898043,224.023050896084442
193.690314760579213,633.681578312582701,791.075293715827911
-65.216819435773346,506.797091927231577,469.076642527614922
-498.194950621047667,864.614819948973377,-674.655435448666253
-762.449168191559465,224.225975097381223,7.455053726030769
495.652995792802358,123.457822009363426,-568.521323676716747
-410.786885492574243,557.369855509297281,-935.516283660776025
-854.441831125412023,279.792323673994872,-683.898343569739609
-443.115560326748664,914.294343987748334,729.144541723388556
972.098126507694587,534.499665078182716,121.510029615974190
-471.291971721447680,818.009245356552583,862.246026010962851
918.173303912283473,318.986190804728722,-294.421225902355559
343.210794240978657,702.490080554781116,479.699954626752969
-218.487875462674197,935.797968930683282,-895.251042304350904
34.137836247834002,320.972817663368005,994.627972460532646
247.464681175031728,511.061575986798687,756.205687049148082
374.203864997283063,895.270029545235843,962.845317520934259
-322.620104298879028,711.982477415659218,-768.856800699043561
-722.067492285694698,761.940526116763749,79.462433445942452
956.393475617840750,99.644484231053767,967.335930184072367
166.834520020772743,859.302802638743742,-308.001847895685842
-922.818795764022752,772.073977039892497,-224.562707471597946
-637.749519761898682,218.449678558082553,-648.185360199205888
-793.152687014765434,793.761906829035070,414.059565906468833
689.040335864754752,815.003041609474167,-115.256634261518229
-487.318226869290129,492.030111273481964,-32.269739509672718
-756.306956173212711,333.363890381805902,-446.418824971830645
431.149461828628546,235.009937639083660,58.475135197094460
-157.180123225594457,195.093313285024720,433.568833576975521
187.072165903842460,873.737772105455633,-24.057833963808889
-438.843985508570199,113.580761452049003,115.624539155091952
-918.569326918819797,88.481703310580542,456.498960253582027
-456.902118981113972,627.137212359850196,566.035461131163856
65.019749207852556,437.699609837179253,-380.091859307449795
653.196418444900473,344.967119181955638,-320.625598306048460
179.360088635505235,106.333626095871580,810.407171812217257
321.699372328265326,852.095648371150446,-417.409235257498267
593.586275948978937,104.928853684116149,529.130963299855694
373.052163782712114,721.123528626920120,479.195018958140054
835.340601058353741,178.621257739115634,505.129624390195659
-296.896895949724012,194.020219408148449,106.074908974671644
-918.802022921449520,487.625882317082983,821.359845143810162
969.882492952407347,595.887055447516559,275.534065435549110
-778.419573029608159,99.238731767531903,567.036478661887713
232.614475132922962,517.765800307259383,-389.479980971395548
110.418409053601863,333.504165930669046,-614.054735908142447
791.809349646285000,559.659478846223124,748.767448828535407
-169.918169436871381,396.319831696369363,379.222350417687039
-511.653260860713374,831.588713343207587,953.814764526029649
455.052781251018359,679.989770271494422,-614.394970617590388
-917.511646746978840,716.046835615018381,-465.962662534947526
48.241560901528146,439.698149948030220,884.657768387329270
214.284744700835972,663.348003100856317,-550.244527457050481
901.021035401822928,100.469798889338648,-298.581120799958057
-354.819897969600447,657.482043513625058,-76.636906248155128
192.446323916371512,831.457961587931777,581.621361810788358
251.187511591901966,842.200963857636452,-37.257603571151776
-693.489766550463401,669.266341777834100,775.133410531071149
-230.111006903950056,854.124260174378151,203.309949158010795
836.210484053080336,216.478601196924302,-19.132193412465995
618.164746643574290,32.098283938200574,-927.620206398123628
762.102691402474647,427.547022179586349,487.599546777625619
-711.578126068393544,490.600267275685098,243.002207426078940
489.414003827051602,320.616593066780069,354.991833868490176
9.615857028586220,839.457832224688673,-696.008912987683402
932.880382005217371,517.262458346563108,-829.973160100663449
-148.290826433369148,318.142166847736348,-530.531879973281661
979.050813862300629,111.637833534456675,-688.951856589154431
354.406901377735039,645.984610174470390,263.146433986407828
-929.814213314663675,138.851681778246586,-71.038456623064576
192.833665167129539,86.479664708843487,905.816825948585574
646.943269708856860,559.165567574709144,-208.648218820698844
728.209436529214599,607.195198172412120,-185.197632930129657
848.001158123463711,433.693383053560183,957.683075902044038
-926.005621587211181,733.488992966634441,-355.552761169423547
140.392224130125214,620.537349884107584,-140.793376174199125
-742.095389824685981,750.857660751400431,659.437121239965109
79.526372095609759,349.808726022126905,583.778406527535253
301.370859743171877,922.210372554987657,-608.087326316517419
-115.802066118460175,407.268313703803244,914.904515623792349
-0.741394338878536,839.126019439399670,142.459704251739595
-443.081769099052735,912.008271061916389,48.752964516941120
348.040915774739915,594.437599032874346,256.482833225087688
145.377577528882966,317.433648193369834,-587.685584956373305
-695.885007386610823,701.206376628115322,-771.483628171876489
887.596718292847982,664.567325649832242,-47.814895151415499
449.733249061463084,881.709480124262882,574.013675709594736
192.556236355614374,577.701310396811778,140.823630896723216
-630.250767716225937,194.073091284620261,412.181425956676321
36.550490801068236,439.578122994718854,-661.290479504035375
-873.148295447028886,479.237929550447632,-774.470718320769492
738.459543494008585,917.256210912780830,-371.936239614536021
-261.660060891278476,861.695220116177552,-540.457614799693602
109.874189162963830,832.118729790266457,73.476293964663910
741.711350585249875,684.613084501856974,-857.385885051571449
681.658822889753537,900.447365141274190,77.241978392812371
321.777876895436066,769.352602758489979,-92.014441129829834
836.820463933544033,286.593207597972196,-208.240977913151596
288.044216124990726,487.371526230384234,-460.003562580665516
-706.154433198522838,130.384988898924234,407.594005521247936
656.855342155203061,563.977226114916334,-249.234161718491919
554.081318110127540,387.679160411905855,601.054858920422248
-22.464557151032864,375.312363850818372,-324.937033991374165
259.265118508817068,287.247129193243893,-95.250296682420071
517.516652085011401,48.045158699706967,487.224743120621724
-769.845610698984842,822.009694270494606,167.224965974257884
-5.015810572598411,820.821695603327953,-962.764723007938528
-571.107743837857811,73.814881242506672,93.771835106390654
-563.842058889270902,147.501959526469960,-740.538362759542338
460.750021570251420,885.959448871893983,-412.446728191496049
-193.954935270570331,167.346065018839113,915.480102637643313
-64.828130129505098,337.371236144581246,-532.173619355169649
685.570878192518649,30.880447750291516,692.618528796205283
-620.752554423602533,129.235367899988944,-496.485105200806345
-33.564448850424810,679.921713330609236,640.105524856715874
67.468616884967105,993.393298056223671,-257.191076687213013
369.094446653009300,466.673064003478373,172.452569120820954
-247.449869992753861,967.595956811398764,-508.846565026585210
-31.188273181226123,864.069818346515831,-588.665192736424615
417.340075072303989,178.229015056727604,948.507015336999302
76.198568493143284,597.962565956775961,521.058330383120165
-833.407295930009809,594.574052787858932,330.604391448237266
-680.116671048328158,183.274932652207724,147.236347530425292
334.975337669420242,375.987763759339259,-403.277393787523579
-498.725489181593332,972.012546831164627,-610.059565141213966
144.760580457004608,239.628779965216637,-571.529190795851036
821.438777221671671,966.309691681131767,575.025112210088309
-696.067943673654781,866.091088579268330,-391.779620599633972
-900.615141415105995,140.318344715820103,-480.857909077665909
151.036241863181658,423.974218351180355,621.192724700533290
-521.650407748335965,681.631479033423602,216.130480237716029
602.155954988283156,716.691807648539907,-533.347590454523697
89.137927406937706,452.324340584409072,-335.830848610545218
856.497162594718247,162.751485795686335,-33.153850717515979
-825.001267587250254,669.742116868622588,500.269557924491892
772.139673491771873,765.260956347308479,333.680469531216659
975.364781971296907,247.511994582859188,86.827652619485661
231.027980098250964,50.799062202762045,-8.746387746706432
-877.532703223930184,165.536033382310364,863.697161473855886
-154.897608136152598,952.146012894820274,258.238867736335351
171.883142724904246,227.019145760135984,-888.869429113619617
627.146418635521741,390.290884271168125,-378.106634355786809
74.415753193189403,533.279675354306050,220.972238246237112
-472.244971975750900,554.149321610874495,-583.383520207972197
-493.760204701161115,335.378138110962084,301.151331269393268
776.109703813620172,771.912793487254248,842.979514579623810
355.104333431464738,836.965282659910940,-165.078216829754410
681.734482466771169,971.026664167990930,535.283662711563466
337.331153657774848,806.434205035701780,-227.596147618229793
-127.340606261681046,626.731106849592834,917.231092993553148
475.697893846787110,150.865951722127647,-366.502641111379376
-51.358737066707477,271.400600658801238,-162.902183042933189
-842.049063985771227,951.224122339072437,283.320562310054356
646.306813452743654,823.567835392207826,407.199995079494101
257.225710972289562,764.494223508352206,-519.137710553702277
-347.967343033895190,844.727577552747675,-958.678072822273862
-308.812207170107854,745.077624628199260,-584.769866512713406
880.429179239887617,877.563453951512656,545.356336985978260
-924.784253191175594,102.976388041605887,-246.450175115294769
-960.621745277556556,632.751434565212890,593.582970933985962
886.782933183406158,868.216945280979871,-244.247768642013057
726.537274925277416,491.961237252844796,-132.942370543840411
724.891444388097852,44.597237565881755,318.206650621645622
427.644363631032547,296.641369943406971,-757.540718568159946
572.902501967480021,512.083722226894679,-26.762355527907744
-456.432186220236304,278.268645571651120,349.289552337860869
506.656027328403297,846.260008823664862,848.995738308087311
-619.883949070951076,811.234754368111794,-11.756011138076133
799.367881973295653,763.088974723758724,-279.491513014870975
-682.864935709653309,706.138756568243252,917.073018155906084
-702.476898054096068,489.429697285512816,781.180069633930543
-985.135551054418670,776.008689566656130,120.689717377960960
859.033243569266233,210.325599277092124,-129.194371585971339
849.065658435283922,40.712446352806730,-417.524574806188639
933.402156385230001,365.119704718263961,878.670932163852513
-389.487209985542222,506.200757907451248,297.357740470942417
18.940923793527645,119.070417894400890,763.048040764961343
286.501611705261894,126.443302665288996,970.841359777202115
955.586373888036405,265.541473414867653,248.091566430301555
654.599626772057263,381.065621265350899,-516.276366545346718
-364.002802362645411,172.472518069984659,-868.161983250675917
647.867473825564048,189.554954827686714,-796.364508851258506
